order_id,aisle_id
6063,24;123;4;88;89;83;96
6064,108;78;35;84;24;83;36;4;131;110;37
6065,120;23
6066,79;91;107;38;121;59
6068,21;24
6069,24;53;84;123
6070,112;77
6071,27;69;91;67;112;81;28;93;66;107;123;59;131
6072,37;100;24;83
6074,115;91;116;24
6075,116;94;83;123;21;96;53;24
6076,92;31
6077,37;24;83;120;2;67;9;91;128;108;131;84;129;59
6078,53;37;24
6079,24
6080,83;24;123;112;120;81;59;21
6081,83;123;24;21;100;120;48;128;3;19;17;86
6082,53;115;120;52;26;37
6083,38;24;123;120;67
6084,24;122;83;123;91;9;116
6085,42;123;24;83;86
6086,116;115;9;24;120
6087,31;123;37;54;115;77;98
6088,83;96;78;54;21;20;75;40;127;34;36
6089,94;24;93;91;83;107;81;131;75;110;104;16;123;106;112;42;5
6090,47
6091,24;106;129;84;99;71;121;83
6092,83;13;31;86
6093,96;24;91;86;38;83;72;93;61;21;3
6094,8;112;45;96;107;51;67;21
6095,24;17;83;19;16;88;112;35
6097,38;120;24;107;57;117;78
6098,61
6099,91;24
6101,16;83;66;84;122;35;81;18;40;24;57
6102,34;49
6103,83;86;91;24
6105,7
6106,54;115;61;98;21;84;41;74
6107,31;115
6108,127;69;120;71;115;123;49;52;121;108;21;88;79;20;59;111;90;107;3;84
6109,83;24;51;37
6110,107;38;112;50;88;98;24;84;108
6111,24
6112,86;54;24;123;120;84;38;50;17;4;131;121;83;51;129;112
6113,96;53;24;107;93;66;77;29;67
6114,24;39;49;83;130
6115,112;24;45;37;93;20;3
6116,32;53;24
6117,123;24;120;34
6118,107;91;86;24
6119,14;24;21;69;42;83;66;2;9;91;128;17;116
6120,112;24;96;78;116;94;91;88
6121,110;72;129;43;83;105;122;67;91;120;115;77
6122,116;121;84;120;96;24;83;112
6123,60
6124,96;83;59
6125,83;81;104;24;66;26;120;94
6126,114;84;24;108;83
6127,31;112
6128,83;51;14;24;5;29;57;91;116;4
6130,24
6131,110;84;112;121;116;120;115;90;72;31;3
6132,84;16;115;24;83;112;66;39;107;51;81;131;21;116;45;61
6133,31;53;96;21;24;84
6134,77;24;3;78;54;37;105;128;127;67
6135,96;75;53;123;108;34;86;52
6136,69;83;77;25;17;115;24;108;20
6137,36;16;83;24
6139,24;84
6140,84;21;36;83;24
6141,115;123;24;92;120
6142,124;62;98;115;27
6143,31;24;83;84;91;3;121;4;110;120;77;21;37;123;78;107;59;19;76
6144,24;83;123;116;115;16;31;95;69
6145,24;91
6146,26;75;128;40;59;108;12
6147,91;83;16;117;49;108;86;24;61;123
6148,78;91
6149,50;78;112;93;123;108;75;116;83
6150,91;129;86;78
6151,28;62;123;89;79;83;78;24;49;36;17
6152,77
6153,53;24;21;96;63;123
6154,21;36;24;112;32
6155,83;24;74;9;51;30
6156,24;123;92;91;107;99;129
6157,53;84
6158,37;29;84;86;100;24;115;116;94;83;67;107
6159,32;24;84;107;83;106
6160,83;24;16;61;107;3;36;37;120;52;19;63;53;123;69;2;9;131;21;67;78;117;45;66
6161,83;59;84;123
6162,84;67;91;83;120;24;21;36;17;123;63;112;93
6163,106
6164,51;24;83;9;79;68;66;123;69;38;30;112;54
6165,77;38;120;31;61;8
6166,32;121;123;24;107
6167,120;91;24;129
6168,98;94
6169,38;120;24;123;105;3;52
6170,131;83;52
6171,83;123;9;6;24
6172,24;115;116;88;107;45;19;112;69;30;83;104;123;59;117
6173,86;67;24;123;83;50;31;13;18
6174,67;84;53;91;61;8;21;48
6175,32
6176,115;111;37;100;38;52;42;120
6177,98;31;38;107;77;54
6178,129;107;49;83;123;92
6179,128;86;24
6181,83;21;24;84;17;116;37;112;98;99;106;52;53;123;4;105;59;9;38
6182,24;84;96;3;91;21;31;117;121;29;88;130;69;72;50
6183,84;112;24;49;83;67;128;30;120;21;98
6184,121;88
6185,24;88;84;120
6186,32;34
6188,54;19;78
6189,31;86;128;24;54;114;91;67;83;116;59;87;19;63
6190,24;4;50;112;106;16;96;63;123;121;98;86;83;21;52;117;15;53;120
6191,112;23;98;83;92;91
6192,24;83
6193,54;89;98;28
6194,67;123;39;84;24;21;9;2;112
6195,93;120;84;121;77;37;117;45;24;54
6196,75;19;69
6197,69;83
6198,83;24
6200,24;84;21;117;67;83;130;54;74;4;9
6201,115;31;24;78;64;94;91;96;45;3;61;46;107;67;21;108;93;123
6202,107;91;24;14;120;16;39;83;84;21;3
6203,17;53;83;123;47;93;38;16;81
6204,112;24;83;99;86;31
6205,48;94;112;120;32;116;108;53;130
6206,123;24
6207,83;123;24;115;16
6208,24;120;83;123;121;84;46
6209,4;112;86;54;83;24
6210,19;3;91;57;115;51;92;84;21;120;24;123
6211,107;3;50;53;21;115
6212,59;21;123;122;78;83;24;92;96;116;38
6213,70;24;69;83
6214,123;120
6215,121;123;21;24
6216,84;93;107;23;112;91;50;21;61;47;98
6217,46;115
6218,21;96
6219,53
6220,45
6221,89;123;106;84;64;61
6223,123;83;117;24
6224,121;26
6225,31;130;24;116;88;83
6226,96;83;123;24
6227,84;57;120;1;24;88;83
6228,110;83;24;81
6229,84;24;115;95;67;98;107;86;123
6230,91;5;120;63;16;52;14
6231,24;86;107;112;130;88
6232,115;77;64;111
6233,98;54;86;123;79;24;37;120;83;69;112;107;67;31;20;65;78;122
6234,115;102;77;112;108;88;24;21;120;133;53;20
6235,115;45;123;84;38;120
6236,52;38;106;78;114
6237,111;31;77;84;94;36;108;21;128;107;125;112;93;61;59;38;83;24;45;8;117;67;120;69;105
6238,85;72;83;84
6239,24;120;57;86;83;68;123;31;36;17;19;38;13
6240,67
6241,91;83;92;84;24;123
6242,28;67;62;107;51;110
6243,69;83;105;123;115;24;50;3;38;21;122
6244,35;83;21;53;123
6245,35;110;120;83;115
6246,41;84;107
6247,98;121;54;115
6248,24;115;84
6249,21;24;5
6250,86;24
6251,83;24;123;19;78;131;81;69
6252,130;83;24
6253,32;107
6254,24;31
6255,24;83;104;16;91;123;112;106
6256,18;115;36;121
6257,24;106;83;116;16;123;91;66
6258,91;36;21;96;24;83;130;57;107;123;75;16;93;20;22;120;89;92;76;45;70;63;66;131;110;72
6259,96
6260,32;62;123;24;63
6261,83;91;123;24;116;34;94;102
6262,120;24;121;112;21
6263,24;123;61;120;31;91;96;112;52;15;53;37;117;74;83;25;47
6264,24;32;104;19;115
6265,77;41;86;106;115;26;62;124
6266,115
6267,120;23
6268,123;121;26;112;21;107;24;120;58;32;61
6269,83;24;122;35
6270,86;123;81;54;74
6271,83;16;69;34;91;93;123
6272,77;121;120;88;23
6273,86;24;83;16;106;63;81;91
6274,20;3;129;130
6276,83;116
6277,115;98;86;24;16
6278,24;112;110;123;83;35;106;43;91;78;18
6279,62;59;89;72;64;37
6280,85;107;23
6281,9;83;96;92;107;91;24
6283,2;78;112;21
6284,83;16;123
6285,42;112;91;123;93
6287,16;115;86;107;81;21;83;37;96
6288,24;120;83;17;14;112;106;72
6289,77;115;24;21;79;70;88
6290,45;85;115;120;117
6291,31;26;115;3;91;123;120;84
6292,83;120
6293,115;98;31;19;53;121;24;84
6294,77;107;67;64;37;129
6295,117
6296,115;112;38;114;94;107
6297,123;21;19;83;112;81;24
6298,78;47;69;83;93;121;22;123;88
6299,94;26;13;21;123;115;83;24;14
6300,86;36;120;21;84;108;37;93;81;56;54;26;95;28
6301,130;50;123;21;59;88;24;23;83
6302,32;24;123
6303,115;98
6304,24;106;114;9;38;83;75
6305,22;69;83;31
6306,24;84;32;98;31;123;117;128;105;120;112;116;78;57;121;99;83
6307,120;4;106;122;72;49;43;83;92;98;21
6308,121;32;36;53
6309,24;45;123
6310,63;128;81;16;83;45
6311,115;59;63;81;91;19;104;37;42;129
6312,104;31;86;123;69;24;17
6314,65;26;77;95;55;47;104
6316,61;31;26;107;56;27;123
6317,84;24;74;96;67;21;123
6318,49;123;83;32;81
6319,83;68;47;69;24;2;81;123;36
6320,112;59;84;106;95;69;26;43;41;74;54;120;98
6321,24;19;123
6322,36;112;31;78
6323,24;84;120;31;77;54;95;27;32;79;36
6324,81;69;48
6325,93;36;83;13;52;68;84;86
6326,72;27;26;59;108;81;107;30;51;5;43;21;24
6327,120;24;83
6328,116
6329,83;91
6330,31;77;94;106;105;75;86;108;99;127;54;93;21;24
6331,24;123;91;31
6332,24;32;83;116
6334,83;86;14;91;84
6335,108;83;24;45
6336,88
6337,121;120;106;39;24;1;83;86;21
6338,69;104;24;84;53;120;83;108
6339,21;96;128;81;114
6340,107;50
6341,131;21;24;123;9;120
6342,36;24;77;115;131;69;116;123;16
6343,83;69;104;107
6344,94;91
6345,24;58
6347,13;77;84;24;121;31;112;123
6348,49;13;123;24;83
6350,92;24;106;83;120;78;79;115;13;112;54;86;34;107;130;9;74
6351,116;120;108;130;24;17
6352,83;115
6353,84;86;24;120;123;31;38;45;69;3;9;83;21;52;125;92;110;59;112;65;129
6354,24;123;98;83
6356,83;24;21;14;66
6358,24;49;122;86;123;112;115
6359,17;115;45;83;93
6360,75;100;98;123;24;88;115;81;96;120;36;112;83;16;17
6361,24;91;37;56;78;35;54;53;84
6362,23;29;131;83;93;120;24
6363,83;84;128;38;71;77;61;53;33;93;96;24;123;98;108;94;45
6364,37;38;92;61;52;77
6365,24;91;107;86;17
6366,24;123
6367,86;52;17;116;107;24;69;120;91
6368,107;91;27;50;17;108;86
6370,3;37
6371,24;123;84;83
6372,31;84;24
6373,93;21;83;91;14;115;66;116
6374,96;24;112;67
6375,53;120;24;3
6376,54;74;84;61
6377,19;77;37;107;3
6378,24
6379,83;128;112;91;98;120;86;108;21;24;116;123;59;38
6380,31;83;119;37
6381,123;92
6382,3;84;64;50;24
6383,123;59;110;24;31
6384,3;59;123;21;37;120;130;52;63;24
6385,84;67;31;78;115;107;94;51
6386,83;81;131;123;24;21;36;112;78;54;86
6387,11;54;101;107
6388,24;48;120;112;108;98;94;101
6389,94;21;96;123;83;32
6390,29;121;54;26;3;94
6391,72;31;24;123;120
6392,17;86;91
6393,83;24;117;128
6395,12;64;69;20;54;96
6396,86;46;91;66
6397,105;120;115;108;78
6398,24;123;107;42;37
6399,24;86;83;123;116;120;84;112;121;21;91
6400,131;24;83;26
6401,31
6402,24;112;36;54
6403,129;51;9;31;120;100;3;79
6404,114;24;27
6405,77;52;24;21;93;123;63;130
6406,41;98;54;46
6407,127;25;54;70;114;80;24
6408,120;117;79;98;24;69;35;83;112;37
6409,23;24;43;31;53;77;78;98
6410,37;120;21;2;84;91;77
6411,88;47;112
6412,83;21;96
6413,115;77;120;24;123;26;3
6414,27;24;77
6415,112;78;24;18;2;123;13;67;117
6416,84;24
6417,31;49;91;88;24;16;5;17;120
6418,72;120;123;86;2;59;23;24
6419,83;86;108;78;67;21;14
6420,120;24
6421,120;84;31;24;91;83;130;88;60;123;117
6422,120;130;83;133;127;54;26;35;38;114
6423,104
6424,24;4;52;120;112;107;42;50;91;38
6425,24;34;21
6426,24;123;107;83;91;26;112;51
6427,115;52;116;91;99;69;36;110;123;16;100;19;83;31;63
6428,54;66;89;103
6429,121;53;26;83;84;123;16;24
6430,37;84;58;123;83
6431,32;77;23;53;27
6432,124;83;43
6433,32;84;24;123
6435,91;24;52;31;123;21;69;120
6436,64
6437,24;51;81;83;108;16;29;123;84
6438,86;21;106;128;85;115;17;45;78;99;77;84;74;94;53;112
6439,78;50;121;94;115;61;77;106
6440,112;107;98;9;83;19;21;72;106
6441,37;51;108;99;21;120
6442,110;14;63;49;106;104;16;129;21;53;97;36;17;5;69;31
6444,79;38;54;91
6445,120;32;115;77;117;45;24;26;21
6446,24;83;4;116;84;23;123;17;31;79;21;96;59;69;121;26;37
6447,104;31;83;110;24;120;94;16;19;72
6448,94;123;91;111;20;24
6449,32;1;123;75
6450,83;123;24;130;67;52;120;112;78;108
6451,24;108;31;130;123
6452,31;77;121
6453,24;123;91;83;35;117;52;21;79;94;34;54;85
6455,120;123;131;83;31;35;84;24;86;21;51;16;104
6456,77;108
6457,116;24;3;67;115
6458,131;7;84
6459,24;122;83;81;16;67;84;107
6460,123;83;131;93;61;112;38;115;89;75;108;85;59
6461,86;120;98;91;24;84;123;115;128;53;21;16
6462,52;83
6463,93;120;24;115;26;84;96;123;61;116;128;13;83;48;37;78;31;51;106
6464,96;24;83;123;77;21;84;99;91;129;120
6465,32;123;24;91;34
6466,79;120;115;83;121;123
6467,13;120;115;32;125
6468,78;92;3;98
6469,50;120;123;96;78
6470,24;83;123;16;36;131;88;35;53;84;69;63;77
6471,16;72;123;31;26;21;9;95;69
6472,45;20;26;60
6473,31;42;86;128;116;106;91;107;120
6474,31;86;108;72;19;83;85;9;123;96
6475,24;26;91;105;69;67;123;131;83;107
6476,3;115;116;106
6477,120;24;21;115;83;16;35
6478,27
6479,24;88;3;85
6480,115;23;24;67;63;83;123;45;120;84;112;78;92;50
6481,104;83;81;69
6483,83;32
6484,94;18;31;72;108;117;23;67;24
6486,53
6487,26;24;94;115
6488,112;117;9;123;84;38;17;21;83
6489,21
6491,3;107;120;24
6492,41;54;115
6493,123;67;53;24
6494,121;93;26;106;78
6495,48
6496,83;24;123
6497,83;24;128;45;51
6498,16;83;52;24;91;106;86;3;31;112;84;78;59;123;98
6499,84;24;75;83;16;21;98;105
6500,24
6501,24
6502,120;116;83;38;57;24
6503,67;96;112;24;1;83;123;31;84
6504,84;21;16;123
6505,88
6507,86;83;24;17;19;92;6;113;88;51;67;93;108;107;96;25;133;26
6508,107;24;123;67;115
6509,83;24;52;9
6510,106;32;69;104;121
6511,24;96;25;83;120;37;21;26
6512,93;115;24;133
6513,106;123;19;35;69;83;91;52;34;61;131;120;14;104;81;112;84
6514,117;115;93;129;52;83
6515,45;91;120;116;12;24;115;123;88;67;106;83;25;36;22;96;47
6516,84;83;123;121;16;67;24;21;125
6517,3
6518,50;107;72;123;21;24
6519,120;19;17
6520,83
6521,131;21;67;128;84;3;116;123;24;86;83;50
6522,24
6523,36;23;93;130;24;84;4;107;26;123;112;108
6524,19;83;94;24;123;91;49;115;16;7;104
6525,87;64;21;35;120;31
6526,86;77;120;38;66;24;78;115;110;62;117;26
6527,96;107;52;120;67;21;112;79;81;117;99;50;123;83;78;92;72;116;32;88;84;69;24;16;131
6528,32;36;77
6529,42;59;83;24;121;78;107;45;20;91;61
6531,24;107;98;77;51;108;53;45;35;114;31
6532,123;81;83;95;59;131;24;120;21
6534,66;107;54;24
6536,40;54;98;37;107;3;36
6537,86;116;5;120;34;97
6538,120;117;34;23;72;84;106;88
6539,120;36;24;21;83;131
6540,84;120;24;81;59;83;7;32;26;86;123;67
6541,130;24;86;85;115;96;120
6542,21;53;36;83;116;123;34
6543,115;16;86;24;91;36;63;121;99;104;61;23;6;9;50;116;69
6544,83;24;86;90;84;115
6545,75;38;83;123;42;52;8;116;104;16
6546,24;16;91;98;83;69;81;108;112;123;86;31;72;1;84;29;107
6547,8;25;77;24;129
6548,24;106;52;84;105;51
6550,123;24;83;116;4;92
6551,17
6553,41;120;86;83;45;24;91
6554,120;115;24;17;66;36;122
6555,24;83;78;86;100;123;14
6556,36;4;38;34;79;26
6557,84;4;91;67;24;123;117;72;99;98;21;120
6558,123;83;116;51;3;115;57;84;9;131;19;24;110;21;4
6559,112;20;72;3;19;21
6560,20;92;74
6561,64;123;83;19;75;107;31
6563,24;83;49;66;84
6564,83;24;120
6565,39;91;45;17;24;63;107;23
6566,3;107;45
6567,51;21;67;13;45;108
6569,32;112;21
6570,54;41;53
6571,94;84;86;59;24;83;81;58;72;106;96;4;67;110;63;9
6572,84;79;112;3;24;86;128;50;45
6573,24;84;77;79;45
6574,78;24;36;121;117;123;51;84
6575,24;86;60;83;123;32;59;28
6576,120;49;35;123;115;31
6577,123;130;98;84;92;106;4
6578,19;83;75;74;17;37;120;130
6579,24;84;31;120;96;93;21;83;121;4;78;63
6580,115;67;32;98;107;123
6581,72;86;67;9;69
6582,117;20;120;83;14;123;116;91;85
6583,36;77;108;43;106;21
6584,34;86;120;130;129;67;107;91;112;21;49;104
6585,21;32;78
6586,83;35;123;84;115;28
6587,24;94;67;53;9;112;130;123;120;91;66;83;35;81;59;131
6588,122;98;19
6589,31;83;98;133;3;116;123;16;78;97;24;86;67;81;69
6590,84;51;83
6591,120;86;112;123;83;84
6592,115;24;64;120;86;83;123;91;78;50;53;3
6593,31;91;117;98
6595,7;83;91;116
6596,19;24;14;116;66
6597,24;21;67;107;96;51
6598,24;84;112;93
6599,98;26;8;112;45;41;91;108
6600,112;24
6602,24;78;108;116;72;67;58;123;91;76
6603,24;96;93;112;37;78;25;79;47;16
6604,91;88;24
6605,54;114;74;80;107
6606,91;14;50;104;107
6607,120
6608,112;24;123;84;128;67;106;107;16
6609,123;83;107;96;24;108;117
6610,78;88;46
6611,84;123;88;28;83;81;51
6612,24;29;84;53
6613,17;70;123;112;24;91;96;128;65
6614,123;24;17;83;91;25;117;116;49;96
6615,81;24;83;49;120;106;2
6616,83;18;112;86;14;24;43;123;91;67
6617,94;112;84;83;96;24;99;131;2;123;16;107;72;3;36;67;117;50
6618,107;108;24;84;83;120;64;116;69;31;38;112;94;37;74;86
6619,24;84;86;50;96;5;19;112;121
6620,83;120;81
6621,67;107;93;31;24;120
6622,53;3
6623,115;84;112;36
6624,53;84;107;3;23;117;45;130;78
6625,31;21;83;43;91;86;9;69;131
6626,123;83;67;78;84;117;120;37
6627,88;114;85;53;19;38
6628,57;120;24;19;104;83;86;31;91;17;123
6629,94;38;24;13;31;107;83
6630,61;23;46;24;50;94;115
6631,24;120;128;83;21;107;59
6632,47;31;98;21
6633,115;39;21;53;123;83;24;29;47;17;36
6634,83;24;120;116;54;115;106;123
6635,24;120;49;83;21;67;107;37;123;91;2
6636,52;32;31;120;115;24;59;78;3;74
6637,96;94;61;45;78;93;67;9;24;123;13;1;76;69;107;23;115;120;53;84;21;25;74;16;19
6638,91;111;24;121;84;88
6639,91;116;24;96;3;51;21;128;37
6640,84;36;121;67;120;65
6641,112
6642,77;107;24;37;45
6643,95
6644,106;96;84;36;105;108;121;9;69;99;104;79;31;54;43
6646,83;120;92;24;37
6647,72;83;98;131
6648,121;32
6649,78;17;108;24;19;97;106;58
6650,24;115;78
6651,120;37;88;129;83;123;24;1;61
6652,107;24;116;134;21;83;48;37;84;120;130
6653,78
6654,129;83;93;123;31;131;17;24;107;61;45;29
6655,26;98;94;45;61;3;83;24;53;84
6656,52;84;112;77;86
6657,131;81;116;94;38;25;83;88;69
6658,37;45;112;93
6659,24;117;96;114;123;130;107
6660,67
6661,115;77;116
6662,80;54
6663,91;120;83
6664,83;24;112;115;16;3;96
6665,74;13;117;19
6666,24;34;32;112;115
6667,84;24;34;107;78;117;50;123
6668,115
6669,94;83;81
6670,24;86;93;84;31;83;123;36;112;107
6671,123;120;24
6672,83;91;24
6673,64;86;83;96
6674,53;21;45
6675,106;24;21;37;115;112;91;93;108;54;100;52;38;129;83;86;123;107;71;59;43;120;116;130;117;92
6676,83;128;120;21;84;86;19;129;98;121;14;29
6677,37;115;47;57
6678,123;115;26;69
6679,115;61;20;91
6680,24;83;9;12
6681,11;82;92
6682,53;84;24;83;91
6683,91
6684,83;91;19;58;26
6685,21;92;53;115;121;60
6686,30;59;51;24;83;123
6687,122;123;45;31;96;84
6688,114;117;116;107;25;115;50
6689,35;81;112;93;24;86;16;2;131
6690,17;125
6691,120;121;112;98;123;117
6692,24;32
6694,120;115;24;88;79;89;21;16;9
6696,24;84;83;13;37;120
6697,21;112;24;93;23;78
6698,48
6699,120;24;107;74;20;57;29;83;75;123;112;88;78
6700,24;122;106;83;96;123;84;21;39
6701,112;93;88;120;110;97;17;121;130;83;128;5;116;131;81;24
6702,128;123;116;91;106;24;21;96
6703,5;14;38
6704,84;24;83;53
6705,84;115;24;94;107;45;43;38;92;50;116;83;21;129;36;120;117
6706,120;61;45;24;83;78;37;54
6707,56
6708,103;24;123;116;84;77;57;112;107
6709,117;26;120;24;83;94
6710,24;120;83;53;21;86;107;50;37;128;4;2;51;16;35;34;108;123;110;54;84;9;52;36
6711,24;67;83;123;116;87;107;72;34;104;58;16;51
6712,83;117
6713,123;91;36;38;107;122;128;59;67;129;19;9;21
6714,24;116;32
6715,24;83;86;69;123;98;59;72;19;66;16;30;89;116
6716,24;36;83;107;31;98;106;116
6717,3;119;49;83;123;59;84;53;116;130;24
6719,122;59;81;30;104;108;89;83;54;116;24;120
6720,54;114;98;112;88
6721,91;24;49;123;21;86;33;37;52;108;81;83
6722,120
6723,77;107;21;112;94;84;96;95;83;54;127;74;116
6724,77;115;85;60;95;106;43;53;81;104;4;19;116;59;72
6725,84;116;59;86;123
6726,107;92;24;84;91;57
6727,83;112;24;123;19
6728,131;24;123;61;110;21;50;120;83;37
6729,115;98;128;37;45
6730,96;116;123;83;78;98;9;128;86;88;59;106;115;32;24;132
6731,134
6732,67;24;18;84;72;68;23
6733,84;83;123;93;50;24;37;52;110;69;54;107
6734,84;24;21;86;120;67;7;88;13;57;131;35
6735,24;3;86;83
6736,86;16;19;21;107;83;91;5;120;31;69;84
6737,21;93;92;24;34;67;123;83;91;9;63;78;120
6738,24;123;83;96;115;111;10
6739,24;120;94;88;3;52;112;67
6740,72;83;24;16;104;19;123;59;95;29;66
6741,84;52;86;123;24;130;129;21;120;78;79;29;72;117
6742,123;83
6743,66;26
6744,87;64;85;106
6745,77;117
6746,31;21;37;115;107;78;106;93;79;38;34
6747,24;96;123;37;1
6748,83;91;24;93;123
6749,84;37;83;38;120;109;107;21;63;59;16;24;31;54;20;51
6750,64;77;46
6752,38;35;23;98
6753,69;83
6754,24;96;75;30;83;115;123;107;84;34
6755,112;31;120
6756,37;88;24;115;83;67
6757,98;32;38;83;59
6758,86;106;38;77;35;19;9
6759,35;30;65
6760,21;123;83
6761,69;78;77;64;88;24
6762,24;120;93;96;16;21;83;123
6765,77;107;38;37;49;54;78
6766,83;69;61;21;108
6767,83;123;84
6768,98;121
6769,77;24;86;84;52;115;38;21;121;93;99;69
6770,2;37;96;24;91
6771,24;115;98;19;126;60;54;91;31;86;102;79;121;120;47;21;128;116;20
6772,84;24;19;86;123;94;96;120;108;61;112;72;83;21;16
6774,86;123;14
6775,24;21;128;86;98;114;75;84;77;107
6776,115;53;54;123;83;93;68;19;17;36;24
6777,13
6778,66;69;83;123;72;84;24;116
6779,120
6780,64;91;112;26;24;31;129;84;38;13;9
6781,86;24;117;17;8;3;108;84;50;59;116;106;9;131;104;11;47;83;19;35
6782,37;77;107;21;67;130
6783,121;78;84;108;77;24;123;36;127;92;100;112;38;61
6784,84;91;112;86;120;78;96;121;20;24;83;56;116;100;117;131;2
6785,8;38;37
6786,81;50;128;45;24;67;84;31
6787,84;120;53;24;78;123;96;112;21;88;59;36;37;83;115;49;122;131;9;58
6788,91;67;63;83;123;3
6789,77;129;107;112;121;24;21;37;4
6790,85;54;75
6791,84;61
6792,123;89;81;106;62;121;83
6793,31;115;112;13
6794,112;117;24;110;121;52;67;88
6795,45;120;31;116;38;83
6796,115;84
6797,108;84;24;26;112;131;83;43;36;123;86
6798,4;24;83;131;69;108;78;21;61
6799,120;88;24;99;131;123;106
6800,83;24
6801,83;24;86;51;123;12;106;93;26;88;54;19;66
6802,64;24;37;51;107
6803,107;88;25
6805,107;24;115;91;65;14;70;47;3
6806,24;38;83;123;1;13;107;52
6807,30;107;81
6808,108;99;17
6809,12;19;83;104;24
6810,112;107;75;86;20;52;23
6811,53;108;120;88;66;31
6812,120;112;108;24;21;53
6813,83;9;24;116;120;31;95
6814,16;19;106;84;123
6815,24;120;83;112;121
6816,83;81;66;107;21;86;91;115;129;123;24;16;117;19;54;75
6817,115
6818,83;53;112;24;89;21;17
6819,36;83
6820,107;45;21;61;127;126
6822,91;83;81;59;104;122;115;63;9;110;66
6823,84;112;32;24
6824,115;112;16;107;84;50;123;83;24;3;120;21;4;47;96;9;63;116;129
6825,96;106;24;112;38
6826,85;116;98;110;81;54
6827,24;31;3;117;50
6828,84;86;24;120
6829,23;3;61;26;31;115;45;17;108;112;83;129;66
6830,52;99;77;15;98;120;83;35;86;19;130;123
6831,120;92;107;21;108;24;128;83;50;3;61;78
6832,84;3;120;31;24;71;123;48;36;17
6834,24;100;120;123;85;31;128;116
6835,84;24;123;35;120;92;9;17;115;83
6836,120;117;115;83;123;110;24;91;99;50
6837,53;93;24;83;91;98
6838,24;77;31;112;47;78;53;6;83;123;91;84;128;107;67;116;21;98;14;42;26
6839,106;9;83;123;88;24;91;117;69
6840,84;78;83;24
6841,24;31;83;32;21;123
6843,98;86;24;83;91;100;123;97;116;19;65;3;69;17
6844,117;24;93;52;51;81;88;105;121;116;95;120;99;34
6846,24;86;3;112;37;83;52;117;123;9;57;96;84;131;16;59;68;21;63;108;67;29;120
6847,31;98;83;36;24;123;84;17
6848,69;32;123;107
6849,81;83;72;16;57;84;86;115;24
6850,41;54;85
6851,24;43
6852,123;83;24;116;117;17;23;45;89;51
6853,24;83
6854,20;121;112;24
6855,84;24;91;53;120;100
6856,24;123;83;116;19;130;91;35;21;31;5;104;50
6857,77;37;96;43;83;15;23;131;133;78;106;24;31
6858,32;24;83
6859,123;24;16;83;59;81;21;14;66;91;130
6860,78;23;85;84;112;61;20;129;106;123;45;93;122;34;105;107
6862,120
6863,114;54;121;48;120
6864,83;31;123;124;24;32;27;21
6865,106;69;115;117;130;95
6866,24;57;3;31;81;36;98
6867,83;84;59;123;112;67;24;52;96;3
6868,122;9;116;104;19;121;130;59;67;35
6869,3;59;115;86;83;81;16;21
6870,83;37;3;116;120;72;53;123
6871,112
6872,130;104
6873,86;83;24;106;2;16;84;19;97
6874,19;91;86;83;115;4;123
6875,115;24;120;121;91;29;114
6876,115
6877,53;123;59;78;9;21;36;115;106;112
6878,36;32;24;98;17
6879,61;77;50
6881,84;83;78;21;107;24;25;131;9
6882,123;24;20;94;120;17
6883,91;24;117;53;123;88;29;94;120;83
6884,127;45
6885,24;91;23
6886,84;77;108;121;131;93;88;59;4;50;83;67
6887,96;31;91;83;78;24;116;107;121;123;9;16;69;89;81;122;52;57
6888,84;1;112;6;11;24;83;78;57;117;75;96;115;102;79;85
6889,116;24;123;79;83;115
6890,106;83;108;53;129;72;86;54
6891,92;84;121;112;129;37;34;123;17;120;52
6892,24;116;91;69;16;83;72;81;59;49
6893,69;123;92;108;83;86
6894,115;56;112;11;75;80
6895,115;24;128;123;83;35;98;67;96;3
6896,21;58
6897,77;84;53;120;61;78;24;115;94;17
6898,38;88;78;52
6899,120;123
6901,115;78;24;69;91;83;77;94;123
6902,96;112;24;31;61;84;86;63;116
6903,23;41;120;54;52;107;77;26;94;38
6904,120;61
6905,45;93;96;115;107
6906,61;45;3;91;120;59;88
6907,115;37;27
6908,115;1;107;45;61;98
6909,83;131;84;67;106;120;32;107
6910,9;21;115;53;86;89;83;92;24;26;74;61
6911,24;41;123;77;83;53;115;84;120;131
6912,77;98
6913,131;101;1;64;84;12;129
6914,24;92;115
6915,83;112;67;24;84;59;29;130;123
6916,75
6917,84;24;79;45;91
6918,123;24;93;78;3;96;49;117;50;120;107;21;79
6919,24;42;21;115;38;37;95;116;59;112;83;19;96;29;72
6920,115;24;123;91;86;83;84;21;92;19;117;17;31
6921,84
6922,115;77;36;84;106;83;123;88;5;9;21
6923,32;83
6924,120;88;24;131;79;130;83;112;86;107;51;21;63;128;104
6925,83;112;24;123;16;91;108
6926,59;54;130;106;112;89;53;69;104;74;78;9;17;21;81;97
6927,115
6928,98;116;32;35;106;63
6929,83;61;52;91;78;79;106
6930,78;112;120;21;53;50;61;24
6931,18;83;81
6933,130;84;93;86;121;24;13;120;91
6934,72;89;83;24;123;96;45;91;120;21;78;59;67;51;107;3;94
6937,19;116;86;24;91
6938,74;50;14;91;24;123;86;120;84;35;115;38
